2023-10-10,10:26:09,255,"29,00","11,00","-81,25"
2023-10-10,10:26:09,255,"29,00","73,00","-80,46"
2023-10-10,10:26:09,255,"29,00","68,00","-79,50"
2023-10-10,10:26:09,255,"29,00","70,00","-82,41"
2023-10-10,10:26:09,255,"29,00","74,00","-80,91"
2023-10-10,10:26:09,255,"30,00","69,00","-82,40"
2023-10-10,10:26:09,255,"35,00","89,00","-85,58"
2023-10-10,10:26:09,255,"40,00","49,00","-76,03"
2023-10-10,10:26:09,255,"44,00","55,00","-75,77"
2023-10-10,10:26:09,255,"48,00","55,00","-72,84"
2023-10-10,10:26:09,255,"50,00","58,00","-74,05"
2023-10-10,10:26:09,255,"53,00","58,00","-73,58"
2023-10-10,10:26:09,255,"55,00","60,00","-72,73"
2023-10-10,10:26:10,255,"55,00","62,00","-74,93"
2023-10-10,10:26:10,255,"59,00","79,00","-73,24"
2023-10-10,10:26:10,255,"62,00","65,00","-74,22"
2023-10-10,10:26:10,255,"63,00","65,00","-74,14"
2023-10-10,10:26:10,255,"63,00","68,00","-74,32"
2023-10-10,10:26:10,255,"64,00","67,00","-75,86"
2023-10-10,10:26:10,255,"64,00","65,00","-74,88"
2023-10-10,10:26:10,255,"64,00","67,00","-76,93"
2023-10-10,10:26:10,255,"65,00","68,00","-76,52"
2023-10-10,10:26:11,255,"65,00","68,00","-71,43"
2023-10-10,10:26:11,255,"67,00","68,00","-75,41"
2023-10-10,10:26:11,255,"67,00","68,00","-75,08"
2023-10-10,10:26:11,255,"67,00","69,00","-78,77"
2023-10-10,10:26:11,255,"65,00","68,00","-75,43"
2023-10-10,10:26:11,255,"65,00","69,00","-72,77"
2023-10-10,10:26:11,255,"64,00","68,00","-61,48"
2023-10-10,10:26:11,255,"65,00","65,00","-60,60"
2023-10-10,10:26:11,255,"64,00","65,00","-62,84"
2023-10-10,10:26:12,255,"63,00","65,00","-61,73"
2023-10-10,10:26:12,255,"63,00","64,00","-62,31"
2023-10-10,10:26:12,255,"62,00","63,00","-63,02"
2023-10-10,10:26:12,255,"62,00","65,00","-62,14"
2023-10-10,10:26:12,255,"60,00","64,00","-63,87"
2023-10-10,10:26:12,255,"60,00","64,00","-62,42"
2023-10-10,10:26:12,255,"59,00","63,00","-63,43"
2023-10-10,10:26:12,255,"59,00","62,00","-63,67"
2023-10-10,10:26:12,255,"59,00","60,00","-62,90"
2023-10-10,10:26:13,255,"58,00","60,00","-64,77"
2023-10-10,10:26:13,255,"58,00","59,00","-63,85"
2023-10-10,10:26:13,255,"57,00","59,00","-64,98"
2023-10-10,10:26:13,255,"57,00","60,00","-64,23"
2023-10-10,10:26:13,255,"55,00","58,00","-63,66"
2023-10-10,10:26:13,255,"55,00","58,00","-65,85"
2023-10-10,10:26:13,255,"55,00","58,00","-64,38"
2023-10-10,10:26:13,255,"54,00","57,00","-65,73"
2023-10-10,10:26:13,255,"53,00","57,00","-64,88"
2023-10-10,10:26:14,255,"54,00","55,00","-64,62"
2023-10-10,10:26:14,255,"53,00","55,00","-66,50"
2023-10-10,10:26:14,255,"51,00","53,00","-64,59"
2023-10-10,10:26:14,255,"51,00","57,00","-65,31"
2023-10-10,10:26:14,255,"51,00","53,00","-65,36"
2023-10-10,10:26:14,255,"50,00","53,00","-65,45"
2023-10-10,10:26:14,255,"50,00","53,00","-66,18"
2023-10-10,10:26:14,255,"51,00","54,00","-64,63"
2023-10-10,10:26:15,255,"50,00","55,00","-66,35"
2023-10-10,10:26:15,255,"49,00","53,00","-65,44"
2023-10-10,10:26:15,255,"50,00","53,00","-65,34"
2023-10-10,10:26:15,255,"49,00","50,00","-66,52"
2023-10-10,10:26:15,255,"49,00","51,00","-64,77"
2023-10-10,10:26:15,255,"49,00","50,00","-66,80"
2023-10-10,10:26:15,255,"49,00","51,00","-65,46"
2023-10-10,10:26:15,255,"49,00","53,00","-65,72"
2023-10-10,10:26:15,255,"49,00","53,00","-66,37"
2023-10-10,10:26:16,255,"49,00","50,00","-64,81"
2023-10-10,10:26:16,255,"49,00","53,00","-66,89"
2023-10-10,10:26:16,255,"49,00","53,00","-65,30"
2023-10-10,10:26:16,255,"49,00","50,00","-66,02"
2023-10-10,10:26:16,255,"49,00","53,00","-66,05"
2023-10-10,10:26:16,255,"50,00","51,00","-65,05"
2023-10-10,10:26:16,255,"49,00","51,00","-66,78"
2023-10-10,10:26:16,255,"49,00","53,00","-65,15"
2023-10-10,10:26:16,255,"49,00","50,00","-65,98"
2023-10-10,10:26:17,255,"50,00","53,00","-65,91"
2023-10-10,10:26:17,255,"49,00","53,00","-65,02"
2023-10-10,10:26:17,255,"49,00","53,00","-66,70"
2023-10-10,10:26:17,255,"49,00","51,00","-65,13"
2023-10-10,10:26:17,255,"49,00","51,00","-66,10"
2023-10-10,10:26:17,255,"49,00","51,00","-66,06"
2023-10-10,10:26:17,255,"49,00","54,00","-64,77"
2023-10-10,10:26:17,255,"50,00","50,00","-66,34"
2023-10-10,10:26:17,255,"50,00","53,00","-64,98"
2023-10-10,10:26:18,255,"50,00","51,00","-66,23"
2023-10-10,10:26:18,255,"50,00","54,00","-65,63"
2023-10-10,10:26:18,255,"50,00","53,00","-65,04"
2023-10-10,10:26:18,255,"50,00","54,00","-65,80"
2023-10-10,10:26:18,255,"50,00","53,00","-64,45"
2023-10-10,10:26:18,255,"50,00","54,00","-66,10"
2023-10-10,10:26:18,255,"51,00","53,00","-65,84"
2023-10-10,10:26:18,255,"51,00","53,00","-65,90"
2023-10-10,10:26:18,255,"50,00","53,00","-65,54"
2023-10-10,10:26:19,255,"50,00","54,00","-65,45"
2023-10-10,10:26:19,255,"50,00","53,00","-66,95"
2023-10-10,10:26:19,255,"50,00","53,00","-65,59"
2023-10-10,10:26:19,255,"51,00","55,00","-65,93"
2023-10-10,10:26:19,255,"51,00","54,00","-65,54"
2023-10-10,10:26:19,255,"51,00","51,00","-64,55"
2023-10-10,10:26:19,255,"51,00","53,00","-66,45"
2023-10-10,10:26:19,255,"50,00","54,00","-65,56"
2023-10-10,10:26:19,255,"51,00","54,00","-65,99"
2023-10-10,10:26:20,255,"50,00","53,00","-66,16"
2023-10-10,10:26:20,255,"51,00","54,00","-64,80"
2023-10-10,10:26:20,255,"51,00","55,00","-66,65"
2023-10-10,10:26:20,255,"51,00","57,00","-65,33"
2023-10-10,10:26:20,255,"51,00","54,00","-65,95"
2023-10-10,10:26:20,255,"51,00","53,00","-65,69"
2023-10-10,10:26:20,255,"51,00","54,00","-64,89"
2023-10-10,10:26:20,255,"51,00","53,00","-66,78"
2023-10-10,10:26:20,255,"51,00","55,00","-65,33"
2023-10-10,10:26:21,255,"51,00","55,00","-66,26"
2023-10-10,10:26:21,255,"51,00","55,00","-65,55"
2023-10-10,10:26:21,255,"51,00","54,00","-64,95"
2023-10-10,10:26:21,255,"53,00","54,00","-66,70"
2023-10-10,10:26:21,255,"53,00","55,00","-64,87"
2023-10-10,10:26:21,255,"53,00","55,00","-66,04"
2023-10-10,10:26:21,255,"53,00","54,00","-65,78"
2023-10-10,10:26:21,255,"51,00","55,00","-64,98"
2023-10-10,10:26:21,255,"53,00","55,00","-66,55"
2023-10-10,10:26:22,255,"51,00","54,00","-64,96"
2023-10-10,10:26:22,255,"53,00","55,00","-66,16"
2023-10-10,10:26:22,255,"51,00","57,00","-65,74"
2023-10-10,10:26:22,255,"51,00","55,00","-64,91"
2023-10-10,10:26:22,255,"53,00","54,00","-66,44"
2023-10-10,10:26:22,255,"51,00","57,00","-64,71"
2023-10-10,10:26:22,255,"53,00","57,00","-66,22"
2023-10-10,10:26:22,255,"53,00","55,00","-65,23"
2023-10-10,10:26:22,255,"53,00","55,00","-65,08"
2023-10-10,10:26:23,255,"51,00","55,00","-66,37"
2023-10-10,10:26:23,255,"51,00","55,00","-64,53"
2023-10-10,10:26:23,255,"53,00","55,00","-66,33"
2023-10-10,10:26:23,255,"53,00","55,00","-65,28"
2023-10-10,10:26:23,255,"53,00","55,00","-65,00"
2023-10-10,10:26:23,255,"53,00","54,00","-66,14"
2023-10-10,10:26:23,255,"53,00","55,00","-64,62"
2023-10-10,10:26:23,255,"53,00","55,00","-66,49"
2023-10-10,10:26:23,255,"53,00","54,00","-65,12"
2023-10-10,10:26:24,255,"53,00","55,00","-65,44"
2023-10-10,10:26:24,255,"53,00","55,00","-66,06"
2023-10-10,10:26:24,255,"53,00","54,00","-64,59"
2023-10-10,10:26:24,255,"53,00","54,00","-66,38"
2023-10-10,10:26:24,255,"53,00","55,00","-64,93"
2023-10-10,10:26:24,255,"53,00","57,00","-65,39"
2023-10-10,10:26:24,255,"53,00","57,00","-65,95"
2023-10-10,10:26:24,255,"53,00","57,00","-64,68"
2023-10-10,10:26:24,255,"53,00","57,00","-66,35"
2023-10-10,10:26:25,255,"53,00","58,00","-64,91"
2023-10-10,10:26:25,255,"53,00","57,00","-65,73"
2023-10-10,10:26:25,255,"53,00","55,00","-65,88"
2023-10-10,10:26:25,255,"53,00","58,00","-64,60"
2023-10-10,10:26:25,255,"53,00","55,00","-66,37"
2023-10-10,10:26:25,255,"53,00","55,00","-64,84"
2023-10-10,10:26:25,255,"53,00","55,00","-65,89"
2023-10-10,10:26:25,255,"53,00","54,00","-65,59"
2023-10-10,10:26:25,255,"53,00","55,00","-64,52"
2023-10-10,10:26:26,255,"53,00","57,00","-66,11"
2023-10-10,10:26:26,255,"53,00","55,00","-64,73"
2023-10-10,10:26:26,255,"53,00","55,00","-66,07"
2023-10-10,10:26:26,255,"53,00","57,00","-65,40"
2023-10-10,10:26:26,255,"53,00","57,00","-64,75"
2023-10-10,10:26:26,255,"53,00","58,00","-66,19"
2023-10-10,10:26:26,255,"53,00","57,00","-64,44"
